#1
double data(24000,2) # time,power

0.000,2.107
0.025,5.180
0.050,6.255
0.075,6.825
0.100,6.801
0.125,6.855
0.150,6.763
0.175,6.992
0.200,7.013
0.225,6.924
0.250,6.899
0.275,6.690
0.300,6.693
0.325,6.864
0.350,7.116
0.375,6.550
0.400,6.950
0.425,6.841
0.450,7.497
0.475,6.765
0.500,6.985
0.525,6.959
0.550,6.698
0.575,7.887
0.600,6.811
0.625,6.701
0.650,6.932
0.675,7.760
0.700,7.021
0.725,6.865
0.750,7.030
0.775,6.608
0.800,6.891
0.825,7.769
0.850,7.054
0.875,6.709
0.900,6.910
0.925,7.523
0.950,6.914
0.975,6.897
1.000,6.845
1.025,6.953
1.050,7.027
1.075,7.884
1.100,6.820
1.125,6.894
1.150,6.811
1.175,6.671
1.200,6.800
1.225,6.693
1.250,6.862
1.275,6.627
1.300,6.711
1.325,6.720
1.350,6.647
1.375,15.886
1.400,6.948
1.425,6.950
1.450,6.964
1.475,6.537
1.500,20.305
1.525,7.874
1.550,7.710
1.575,7.755
1.600,7.633
1.625,7.773
1.650,8.025
1.675,7.648
1.700,8.103
1.725,7.890
1.750,7.735
1.775,8.070
1.800,8.053
1.825,8.013
1.850,10.637
1.875,8.032
1.900,8.228
1.925,8.144
1.950,8.984
1.975,8.108
2.000,10.572
2.025,7.903
2.050,8.908
2.075,8.493
2.100,11.361
2.125,7.951
2.150,10.514
2.175,7.793
2.200,7.975
2.225,12.652
2.250,12.427
2.275,8.313
2.300,8.347
2.325,8.414
2.350,10.728
2.375,8.823
2.400,12.086
2.425,8.414
2.450,13.181
2.475,8.332
2.500,8.505
2.525,8.284
2.550,8.115
2.575,8.429
2.600,8.505
2.625,8.034
2.650,8.402
2.675,8.084
2.700,8.404
2.725,7.880
2.750,8.528
2.775,8.332
2.800,8.186
2.825,8.463
2.850,9.285
2.875,7.953
2.900,8.376
2.925,8.367
2.950,8.673
2.975,8.400
3.000,8.103
3.025,8.395
3.050,8.368
3.075,8.898
3.100,8.337
3.125,8.492
3.150,8.387
3.175,8.615
3.200,8.623
3.225,8.649
3.250,9.005
3.275,8.395
3.300,8.721
3.325,8.823
3.350,9.318
3.375,8.631
3.400,8.808
3.425,8.434
3.450,8.691
3.475,8.648
3.500,8.530
3.525,8.887
3.550,9.559
3.575,8.872
3.600,8.485
3.625,8.802
3.650,8.361
3.675,8.444
3.700,8.773
3.725,8.488
3.750,8.346
3.775,8.522
3.800,8.546
3.825,8.695
3.850,10.183
3.875,8.669
3.900,8.885
3.925,9.039
3.950,8.683
3.975,8.892
4.000,8.316
4.025,9.038
4.050,8.927
4.075,8.468
4.100,8.662
4.125,8.593
