#1
double data(120000,2)

0.000,2.107
0.005,2.957
0.010,3.586
0.015,4.635
0.020,4.614
0.025,5.180
0.030,5.315
0.035,5.743
0.040,5.864
0.045,6.184
0.050,6.255
0.055,6.276
0.060,8.568
0.065,6.468
0.070,6.557
0.075,6.825
0.080,7.298
0.085,6.707
0.090,6.626
0.095,6.468
0.100,6.801
0.105,6.607
0.110,6.869
0.115,6.911
0.120,6.938
0.125,6.855
0.130,6.884
0.135,6.896
0.140,6.771
0.145,6.983
0.150,6.763
0.155,6.886
0.160,6.960
0.165,6.699
0.170,6.883
0.175,6.992
0.180,6.737
0.185,6.909
0.190,6.913
0.195,6.850
0.200,7.013
0.205,6.936
0.210,6.981
0.215,6.918
0.220,6.883
0.225,6.924
0.230,6.793
0.235,6.907
0.240,6.868
0.245,6.846
0.250,6.899
0.255,6.837
0.260,6.956
0.265,6.966
0.270,7.831
0.275,6.690
0.280,6.808
0.285,7.109
0.290,6.726
0.295,6.954
0.300,6.693
0.305,6.869
0.310,6.937
0.315,7.023
0.320,6.922
0.325,6.864
0.330,7.021
0.335,7.515
0.340,6.762
0.345,6.621
0.350,7.116
0.355,6.999
0.360,6.603
0.365,7.026
0.370,6.890
0.375,6.550
0.380,6.793
0.385,6.914
0.390,6.756
0.395,7.042
0.400,6.950
0.405,6.962
0.410,6.835
0.415,6.576
0.420,6.995
0.425,6.841
0.430,6.687
0.435,6.744
0.440,6.926
0.445,6.788
0.450,7.497
0.455,6.841
0.460,6.974
0.465,6.671
0.470,7.883
0.475,6.765
0.480,6.806
0.485,6.716
0.490,6.762
0.495,6.623
0.500,6.985
0.505,6.841
0.510,6.961
0.515,6.709
0.520,6.906
0.525,6.959
0.530,6.794
0.535,6.896
0.540,6.799
0.545,7.097
0.550,6.698
0.555,6.750
0.560,12.897
0.565,6.618
0.570,7.674
0.575,7.887
0.580,6.908
0.585,6.969
0.590,6.859
0.595,6.565
0.600,6.811
0.605,6.867
0.610,6.850
0.615,6.988
0.620,6.872
0.625,6.701
0.630,6.884
0.635,7.061
0.640,6.876
0.645,6.910
0.650,6.932
0.655,6.836
0.660,6.666
0.665,6.871
0.670,6.972
0.675,7.760
0.680,6.933
0.685,6.947
0.690,6.849
0.695,6.737
0.700,7.021
0.705,6.728
0.710,6.954
0.715,7.165
0.720,7.083
0.725,6.865
0.730,6.720
0.735,6.858
0.740,6.816
0.745,6.705
0.750,7.030
0.755,6.918
0.760,6.839
0.765,6.989
0.770,7.021
0.775,6.608
0.780,6.927
0.785,6.991
0.790,6.674
0.795,7.123
0.800,6.891
0.805,6.890
0.810,6.717
0.815,6.815
0.820,6.941
0.825,7.769
0.830,7.012
0.835,7.504
0.840,6.900
0.845,6.817
0.850,7.054
0.855,7.066
0.860,7.677
0.865,6.905
0.870,7.832
0.875,6.709
0.880,7.218
0.885,7.049
0.890,6.874
0.895,7.021
0.900,6.910
0.905,7.059
0.910,8.131
0.915,7.327
0.920,6.824
0.925,7.523
0.930,7.758
0.935,7.092
0.940,7.555
0.945,7.090
0.950,6.914
0.955,6.960
0.960,10.003
0.965,6.706
0.970,6.958
0.975,6.897
0.980,6.956
0.985,7.008
0.990,6.812
0.995,6.866
1.000,6.845
1.005,7.587
1.010,6.824
1.015,6.815
1.020,6.814
1.025,6.953
1.030,6.806
1.035,7.106
1.040,9.481
1.045,7.227
1.050,7.027
1.055,7.031
1.060,7.736
1.065,7.173
1.070,7.634
1.075,7.884
1.080,6.485
1.085,7.246
1.090,6.875
1.095,6.986
1.100,6.820
1.105,7.089
1.110,6.651
1.115,6.910
1.120,6.870
1.125,6.894
1.130,6.624
1.135,6.918
1.140,6.845
1.145,6.785
1.150,6.811
1.155,6.535
1.160,6.797
1.165,6.851
1.170,6.778
1.175,6.671
1.180,6.859
1.185,6.844
1.190,6.778
1.195,6.621
1.200,6.800
1.205,6.787
1.210,6.832
1.215,6.736
1.220,6.682
1.225,6.693
1.230,6.666
1.235,6.585
1.240,6.602
1.245,6.534
1.250,6.862
1.255,6.723
1.260,6.827
1.265,6.873
1.270,6.802
1.275,6.627
1.280,6.729
1.285,6.740
1.290,6.768
1.295,6.693
1.300,6.711
1.305,6.746
1.310,6.990
1.315,6.714
1.320,6.844
1.325,6.720
1.330,6.722
1.335,6.672
1.340,7.630
1.345,6.639
1.350,6.647
1.355,6.908
1.360,6.814
1.365,6.825
1.370,6.814
1.375,15.886
1.380,7.669
1.385,7.427
1.390,7.868
1.395,20.036
1.400,6.948
1.405,7.715
1.410,6.965
1.415,6.783
1.420,6.802
1.425,6.950
1.430,6.830
1.435,7.094
1.440,6.945
1.445,6.807
1.450,6.964
1.455,6.724
1.460,6.750
1.465,6.869
1.470,6.894
1.475,6.537
1.480,6.766
1.485,17.968
1.490,8.363
1.495,8.316
1.500,20.305
1.505,12.914
1.510,8.532
1.515,8.499
1.520,7.855
1.525,7.874
1.530,7.603
1.535,8.134
1.540,7.618
1.545,8.134
1.550,7.710
1.555,7.933
1.560,7.553
1.565,8.076
1.570,7.804
1.575,7.755
1.580,8.034
1.585,7.797
1.590,7.841
1.595,7.980
1.600,7.633
1.605,8.031
1.610,7.813
1.615,7.800
1.620,7.523
1.625,7.773
1.630,7.868
1.635,7.621
1.640,7.981
1.645,7.515
1.650,8.025
1.655,7.660
1.660,8.085
1.665,7.589
1.670,8.005
1.675,7.648
1.680,8.021
1.685,7.726
1.690,8.043
1.695,7.639
1.700,8.103
1.705,7.548
1.710,7.931
1.715,7.585
1.720,7.885
1.725,7.890
1.730,7.699
1.735,8.102
1.740,7.663
1.745,7.798
1.750,7.735
1.755,7.861
1.760,7.692
1.765,7.830
1.770,7.765
1.775,8.070
1.780,7.708
1.785,7.850
1.790,8.150
1.795,7.689
1.800,8.053
1.805,7.824
1.810,7.790
1.815,7.922
1.820,7.937
1.825,8.013
1.830,7.665
1.835,8.056
1.840,7.774
1.845,7.968
1.850,10.637
1.855,8.143
1.860,7.965
1.865,8.131
1.870,8.805
1.875,8.032
1.880,7.694
1.885,8.954
1.890,10.914
1.895,8.051
1.900,8.228
1.905,7.736
1.910,11.383
