#1
double data(6000,2)
0.000000,0.956093
0.050000,1.000000
0.100000,0.980207
0.150000,1.000000
0.200000,0.960888
0.250000,1.000000
0.300000,0.963386
0.350000,0.932308
0.400000,0.948943
0.450000,1.000000
0.500000,0.969376
0.550000,1.000000
0.600000,1.000000
0.650000,1.000000
0.700000,0.962303
0.750000,0.956177
0.800000,0.930236
0.850000,0.976252
0.900000,0.956926
0.950000,0.940390
1.000000,1.000000
1.050000,0.959522
1.100000,0.995360
1.150000,1.000000
1.200000,1.000000
1.250000,1.000000
1.300000,1.000000
1.350000,1.000000
1.400000,1.000000
1.450000,0.997516
1.500000,1.000000
1.550000,1.000000
1.600000,1.000000
1.650000,1.000000
1.700000,1.000000
1.750000,1.000000
1.800000,0.999766
1.850000,0.979146
1.900000,0.960168
1.950000,0.947919
2.000000,0.969802
2.050000,0.964032
2.100000,0.983289
2.150000,0.971012
2.200000,1.000000
2.250000,1.000000
2.300000,1.000000
2.350000,0.980836
2.400000,0.988551
2.450000,0.961342
2.500000,0.967794
2.550000,1.000000
2.600000,1.000000
2.650000,0.981565
2.700000,0.941401
2.750000,0.992056
2.800000,1.000000
2.850000,0.977721
2.900000,1.000000
2.950000,1.000000
3.000000,1.000000
3.050000,0.999587
3.100000,0.957170
3.150000,0.937735
3.200000,1.000000
3.250000,0.972173
3.300000,0.968383
3.350000,0.966591
3.400000,0.980947
3.450000,1.000000
3.500000,0.982367
3.550000,1.000000
3.600000,1.000000
3.650000,0.958932
3.700000,0.930662
3.750000,0.952008
3.800000,1.000000
3.850000,0.964262
3.900000,0.981690
3.950000,0.943293
4.000000,0.963884
4.050000,0.995897
4.100000,0.966180
4.150000,1.000000
4.200000,1.000000
4.250000,0.955616
4.300000,0.953331
4.350000,0.994153
4.400000,0.952223
4.450000,1.000000
4.500000,0.982452
4.550000,1.000000
4.600000,1.000000
4.650000,1.000000
4.700000,1.000000
4.750000,0.961208
4.800000,0.977544
4.850000,1.000000
4.900000,1.000000
4.950000,0.985099
5.000000,0.991319
5.050000,1.000000
5.100000,1.000000
5.150000,1.000000
5.200000,1.000000
5.250000,1.000000
5.300000,1.000000
5.350000,1.000000
5.400000,1.000000
5.450000,0.957778
5.500000,0.988360
5.550000,0.964672
5.600000,0.954286
5.650000,0.967478
5.700000,1.000000
5.750000,0.995815
5.800000,1.000000
5.850000,0.976889
5.900000,0.956187
5.950000,1.000000
6.000000,1.000000
6.050000,0.977641
6.100000,0.944719
6.150000,0.942617
6.200000,0.934977
6.250000,0.920850
6.300000,0.929513
6.350000,0.990862
6.400000,0.983706
6.450000,0.987459
6.500000,1.000000
6.550000,1.000000
6.600000,1.000000
6.650000,1.000000
6.700000,1.000000
6.750000,1.000000
6.800000,0.983387
6.850000,0.990572
6.900000,1.000000
6.950000,1.000000
