#1
double data(1200,2) # time,power

0.000,2.107
0.500,6.985
1.000,6.845
1.500,20.305
2.000,10.572
2.500,8.505
3.000,8.103
3.500,8.530
4.000,8.316
4.500,8.880
5.000,8.863
5.500,9.719
6.000,9.455
6.500,23.440
7.000,25.889
7.500,27.968
8.000,26.785
8.500,29.910
9.000,35.883
9.500,28.326
10.000,30.506
10.500,29.185
11.000,27.684
11.500,27.633
12.000,28.460
12.500,30.507
13.000,28.541
13.500,29.902
14.000,34.557
14.500,29.302
15.000,30.643
15.500,29.337
16.000,32.469
16.500,37.304
17.000,35.514
17.500,30.619
18.000,31.055
18.500,29.573
19.000,29.364
19.500,29.275
20.000,30.597
20.500,31.805
21.000,33.047
21.500,30.644
22.000,29.831
22.500,30.895
23.000,30.822
23.500,29.432
24.000,32.364
24.500,38.049
25.000,37.903
25.500,30.632
26.000,31.136
26.500,35.657
27.000,30.617
27.500,30.796
28.000,30.346
28.500,31.325
29.000,31.186
29.500,29.810
30.000,33.049
30.500,36.719
31.000,32.739
31.500,30.907
32.000,32.790
32.500,33.974
33.000,33.988
33.500,38.622
34.000,32.164
34.500,31.089
35.000,32.302
35.500,32.077
36.000,30.644
36.500,30.577
37.000,30.880
37.500,30.613
38.000,31.482
38.500,30.284
39.000,34.458
39.500,36.451
40.000,31.458
40.500,31.703
41.000,33.165
41.500,32.801
42.000,31.409
42.500,34.805
43.000,31.910
43.500,32.454
44.000,32.064
44.500,36.277
45.000,38.923
45.500,30.648
46.000,30.949
46.500,30.756
47.000,31.635
47.500,34.633
48.000,31.158
48.500,31.513
49.000,36.293
49.500,33.571
50.000,30.926
50.500,31.807
51.000,35.798
51.500,34.923
52.000,35.721
52.500,30.968
53.000,38.551
53.500,32.094
54.000,36.517
54.500,32.541
55.000,32.648
55.500,37.000
56.000,37.531
56.500,31.884
57.000,31.194
57.500,42.337
58.000,30.874
58.500,31.828
59.000,32.237
59.500,31.437
60.000,32.119
60.500,36.974
61.000,31.609
61.500,39.492
62.000,31.769
62.500,34.504
63.000,37.410
63.500,31.618
64.000,31.544
64.500,32.061
65.000,35.861
65.500,41.663
66.000,40.207
66.500,32.701
67.000,32.876
